,age,cost_of_ad,device_type,gender,in_initial_launch_location,income,n_drivers,n_vehicles,prior_ins_tenure,pred_outcome
5734,22,0.003785337,Android,M,1,39595,1,1,0,1
5735,40,0.00410005,desktop,M,0,78829,2,2,1,0
5736,58,0.005475135999999999,other,F,1,72256,2,1,17,0
5737,60,0.006727345,iPhone,F,1,89046,2,2,9,0
5738,28,0.004742331,laptop,F,1,41690,1,1,2,1
5739,55,0.003988930999999999,laptop,M,1,78972,2,1,12,1
5740,25,0.004472067,desktop,F,1,63677,1,3,2,0
5741,35,0.004104209,other,M,1,59119,2,2,3,0
5742,41,0.003534373,laptop,M,0,47597,1,3,8,0
5743,47,0.003814979,laptop,M,0,57142,1,2,12,0
5744,32,0.004163933,laptop,M,0,52292,1,1,7,0
5745,30,0.0044060570000000005,desktop,F,0,54395,2,2,6,0
5746,57,0.005136254,iPhone,M,1,68756,2,3,1,0
5747,53,0.004945819000000001,Android,F,0,86853,2,2,8,0
5748,44,0.004722631,other,F,0,68053,2,1,11,0
5749,57,0.004508341,desktop,M,0,93650,2,1,5,1
5750,56,0.004694316,laptop,F,1,95678,1,2,3,0
5751,45,0.0052979,iPhone,M,1,82561,1,1,9,1
5752,49,0.0066704519999999995,iPhone,F,0,65495,2,1,0,0
5753,21,0.003640059,laptop,M,0,46447,2,3,2,0
5754,51,0.003717727,Android,M,1,66753,1,3,4,1
5755,43,0.005410290999999999,iPhone,M,0,82410,2,2,3,0
5756,41,0.006759952,iPhone,F,1,61592,1,3,10,0
5757,47,0.00463883,Android,F,0,58110,2,1,9,0
5758,36,0.0036188559999999997,laptop,M,1,45250,2,2,2,0
5759,28,0.004363786,desktop,F,1,33857,2,1,6,1
5760,17,0.003937003,desktop,M,1,24007,1,1,0,1
5761,53,0.005812802,iPhone,M,0,61878,2,3,3,0
5762,29,0.0034321409999999997,Android,M,1,52630,2,2,4,1
5763,42,0.005161011,desktop,F,0,64793,1,3,12,0
5764,17,0.004354074,Android,F,1,28012,1,1,0,0
5765,57,0.0036585909999999997,other,M,1,96063,2,1,0,0
5766,26,0.0044309959999999995,Android,F,1,60747,2,3,4,1
5767,31,0.005306503000000001,other,F,1,69058,1,3,3,0
5768,39,0.0038059459999999997,laptop,M,0,40866,2,1,8,0
5769,29,0.0052501480000000005,desktop,F,1,37321,2,2,2,0
5770,20,0.006141748000000001,iPhone,F,0,35579,2,1,2,0
5771,49,0.006751414,iPhone,F,0,77012,2,2,1,0
5772,23,0.004738781,iPhone,M,0,23753,1,3,2,0
5773,20,0.004671584,desktop,F,1,59945,2,3,2,0
5774,28,0.003450709,other,M,1,66995,2,1,1,0
5775,46,0.005916831,iPhone,M,0,72556,2,1,1,1
5776,20,0.004924048,iPhone,M,0,41739,2,2,2,0
5777,23,0.004210778,other,M,0,46093,1,1,0,1
5778,60,0.0041252220000000004,other,M,1,77219,1,2,3,1
5779,59,0.003869393,laptop,M,1,64442,1,2,16,0
5780,41,0.0068819530000000005,iPhone,F,1,68917,1,3,10,0
5781,18,0.004414285,other,F,1,57199,1,1,1,0
5782,27,0.00387526,desktop,M,0,44881,2,2,5,1
5783,49,0.00398007,other,M,1,83692,1,3,8,0
5784,41,0.003604248,laptop,M,0,65357,1,2,1,0
5785,30,0.00393967,laptop,M,0,56323,2,3,7,0
5786,46,0.004271558,Android,M,1,74053,2,3,3,1
5787,54,0.004317457,laptop,M,1,89904,2,3,19,0
5788,19,0.005050079,other,F,1,38462,1,1,1,0
5789,46,0.003970083,desktop,M,0,70288,2,2,15,0
5790,43,0.004379893,laptop,M,1,80552,1,1,11,1
5791,31,0.004948625,Android,F,0,60685,2,1,3,0
5792,20,0.00607939,iPhone,F,1,30193,2,3,1,0
5793,35,0.003477498,Android,M,0,55798,1,2,4,0
5794,20,0.003338648,desktop,M,1,30304,2,2,2,1
5795,60,0.005725496,iPhone,M,0,60489,2,1,15,1
5796,58,0.003976407,other,M,1,67494,1,2,21,0
5797,52,0.004656861,Android,F,1,73968,1,2,5,0
5798,43,0.004389116,desktop,M,0,76097,1,3,0,0
5799,55,0.007048837,iPhone,F,1,62929,2,2,8,0
5800,30,0.003780645,Android,M,1,34504,1,2,6,1
5801,56,0.004488394000000001,desktop,M,1,72318,1,2,6,1
5802,32,0.004392658,other,F,0,39336,2,3,3,0
5803,22,0.005172283,laptop,F,1,41593,1,3,0,0
5804,25,0.004993691,iPhone,M,0,37514,2,2,1,0
5805,18,0.004159854,other,M,1,35945,2,1,0,1
5806,19,0.0035681059999999997,other,M,1,55897,1,3,1,0
5807,36,0.004870385,laptop,F,0,47449,1,1,10,0
5808,20,0.004044358,other,M,0,45765,2,1,0,1
5809,51,0.005303886,laptop,F,0,88158,2,3,15,0
5810,39,0.004495045,laptop,F,0,53607,2,3,9,0
5811,29,0.005109589,desktop,F,1,67269,1,1,0,1
5812,33,0.0040883479999999995,other,M,1,62901,1,1,2,1
5813,40,0.004415298,desktop,F,1,54886,2,3,4,0
5814,17,0.005992761,iPhone,F,0,37290,1,3,0,0
5815,28,0.004604263,laptop,F,1,44317,1,2,4,0
5816,24,0.00550435,iPhone,M,1,30290,2,2,3,0
5817,52,0.006445289,iPhone,F,1,63435,1,3,9,0
5818,16,0.0048887570000000005,Android,F,1,51894,1,3,0,1
5820,38,0.003494245,other,M,0,54324,1,3,10,0
5821,17,0.003268176,laptop,M,1,51945,1,3,0,1
5822,36,0.006234754,iPhone,F,0,42298,1,2,8,0
5823,22,0.00649419,iPhone,F,1,38980,1,2,2,0
5824,49,0.005092671,laptop,F,0,74397,1,3,14,0
5825,46,0.00410417,Android,M,1,51399,2,2,11,1
5826,55,0.003594703,other,M,0,72495,1,2,19,0
5827,36,0.003921872,other,M,0,71310,2,1,4,0
5828,39,0.005996646,iPhone,F,1,41296,1,1,4,1
5829,23,0.003538936,desktop,M,1,53226,2,1,0,1
5830,51,0.005487564,laptop,F,1,53930,1,1,1,1
5831,45,0.004512865,Android,F,0,71576,2,2,0,0
5832,23,0.005107301,laptop,F,1,48257,1,1,2,0
5833,32,0.003534281,desktop,M,0,56313,1,3,0,0
5834,38,0.0038227240000000004,other,M,0,66047,1,1,6,0
5835,38,0.005362764,laptop,F,1,53792,2,2,5,0
5836,52,0.004964703,laptop,F,1,63122,1,1,4,1
5837,48,0.003756288,Android,M,1,48142,1,1,12,1
5838,50,0.004299113,other,M,0,56802,1,3,17,0
5839,54,0.00589367,iPhone,M,0,77199,2,3,4,0
5840,50,0.006875921,iPhone,F,1,78430,1,3,13,0
5841,31,0.0038794159999999997,laptop,M,1,54978,1,3,2,0
5842,32,0.003932562,other,M,1,65411,1,2,6,0
5843,42,0.004551151,other,F,0,47852,1,1,12,0
5844,52,0.005351858,other,F,0,69845,2,2,6,0
5845,31,0.004548733,other,F,0,65120,1,3,3,0
5846,28,0.004254880999999999,Android,M,1,54770,1,2,1,1
5847,56,0.005293979,iPhone,M,0,74671,2,1,16,1
5848,35,0.003778693,other,M,1,54780,1,2,9,0
5849,58,0.004884629000000001,laptop,F,0,97327,2,3,19,0
5850,35,0.004416548,desktop,F,1,41302,2,1,2,1
5851,24,0.00498669,laptop,F,0,39263,2,3,1,0
5852,45,0.003999944,desktop,M,1,73732,1,3,3,1
5853,47,0.005629413000000001,iPhone,M,0,75235,1,1,10,1
5854,21,0.004525554,Android,F,0,25710,2,1,1,1
5855,32,0.004013667,laptop,M,1,62045,1,3,8,0
5856,46,0.004148755,other,M,1,76344,2,1,14,1
5857,34,0.004920079,iPhone,M,0,69095,2,1,4,1
5858,28,0.00452314,Android,F,0,36944,2,2,2,0
5859,45,0.004053375,laptop,M,1,63860,2,3,9,0
5860,17,0.004682136,iPhone,M,0,40264,1,1,0,1
5861,38,0.004939502,iPhone,M,0,46920,1,1,4,1
5862,33,0.0033829359999999996,other,M,1,55533,2,2,6,0
5863,31,0.003826381,laptop,M,1,43352,1,3,0,0
5864,44,0.004487519000000001,Android,F,1,65028,1,1,3,1
5865,56,0.005219347,desktop,F,1,86497,1,1,9,1
5866,44,0.0035475109999999997,desktop,M,0,59320,2,1,3,1
5867,34,0.005025666,iPhone,M,1,40450,2,3,4,0
5868,44,0.005884094,iPhone,M,1,58579,2,1,11,1
5869,37,0.004346531,laptop,M,1,49212,2,2,4,0
5870,35,0.0052515669999999995,laptop,F,1,43401,1,1,3,1
5871,47,0.004723514,Android,F,1,62360,1,3,8,0
5872,58,0.0056275940000000005,iPhone,M,0,63281,1,2,0,0
5873,28,0.004612879,desktop,F,1,43394,2,1,5,1
5874,30,0.003596346,laptop,M,1,61617,2,3,2,0
5875,38,0.005007775999999999,other,F,1,48158,2,3,1,0
5876,46,0.003470793,Android,M,1,66372,1,1,9,1
5877,54,0.00524342,iPhone,M,0,87817,1,2,8,0
5878,47,0.0051643,desktop,F,0,84260,2,2,15,0
5879,39,0.004065359,desktop,M,0,69462,2,2,1,0
5880,20,0.004431183,Android,F,0,46084,2,3,1,0
5881,53,0.007029588000000001,iPhone,F,0,59101,2,2,4,0
5882,16,0.004722812,laptop,F,1,28076,2,2,0,1
5883,36,0.005203003,desktop,F,1,42203,2,3,3,0
5884,42,0.003713254,laptop,M,0,74364,2,1,5,0
5886,23,0.003656127,desktop,M,1,60020,1,3,2,1
5887,47,0.005175209,iPhone,M,0,65827,2,3,13,0
5888,21,0.005965379,iPhone,F,1,57555,1,2,1,0
5889,49,0.005004753,Android,F,1,87036,1,3,10,0
5890,57,0.005594706999999999,iPhone,M,1,94697,1,1,0,1
5891,39,0.00506716,iPhone,M,0,51289,1,1,9,1
5892,55,0.00414653,laptop,M,0,60207,1,2,19,0
5893,35,0.004515499,other,F,1,46197,2,3,8,0
5894,57,0.004427557,desktop,M,0,92669,1,2,19,0
5895,58,0.005202310999999999,desktop,F,0,95599,2,1,19,0
5896,19,0.003663723,desktop,M,1,31354,2,2,0,1
5897,43,0.003451265,other,M,0,64474,2,1,1,0
5898,30,0.00613143,iPhone,F,0,58694,2,1,0,1
5899,30,0.004631911,Android,F,1,54229,2,2,7,0
5900,49,0.00370411,Android,M,1,61026,1,3,16,1
5901,44,0.0035016129999999998,Android,M,1,53916,1,1,0,1
5902,29,0.003389838,desktop,M,0,37665,2,3,2,1
5903,42,0.004190698,desktop,M,1,53212,1,2,13,1
5904,18,0.003839211,other,M,0,21169,2,3,1,0
5905,25,0.004836598,desktop,F,1,54746,1,2,2,0
5906,39,0.004292798,desktop,M,1,40880,1,1,1,1
5908,46,0.004950975,other,F,1,53260,1,1,11,1
5909,45,0.004688984,desktop,F,1,76256,2,2,7,0
5910,26,0.004600488,laptop,F,0,41947,1,2,0,0
5911,28,0.004001708,desktop,M,0,32849,1,3,2,1
5912,33,0.005210365,iPhone,M,0,51222,2,1,3,1
5913,50,0.004325195,laptop,M,0,87429,2,1,5,0
5914,53,0.004301271,Android,M,0,53196,2,2,2,0
5915,43,0.004712372,laptop,F,0,74673,2,2,1,0
5917,32,0.0040019059999999995,Android,M,0,36011,2,1,5,1
5918,20,0.003330009,Android,M,0,51523,2,3,2,1
5919,59,0.005080709,other,F,1,97910,1,1,8,0
5920,42,0.0036372609999999997,desktop,M,1,73797,2,1,4,1
5921,36,0.004485089,other,F,0,59671,1,2,0,0
5922,23,0.003549717,laptop,M,0,23706,1,3,0,0
5923,25,0.004505151,other,F,1,52270,2,1,2,0
5924,60,0.00489913,other,F,0,79674,2,1,7,0
5925,51,0.004492775,laptop,M,0,82521,1,2,8,0
5926,17,0.0041932079999999995,laptop,F,0,36177,1,1,0,0
5927,22,0.003464937,other,M,1,25562,2,2,1,0
5928,26,0.004574898,desktop,F,0,47495,2,2,4,0
5929,47,0.004108822,other,M,0,81214,2,2,14,0
5930,47,0.005382504000000001,desktop,F,0,82824,2,1,10,0
5931,24,0.006062034,iPhone,F,1,55001,1,1,4,0
5932,37,0.00398343,Android,M,0,65793,1,1,9,1
5933,26,0.005020113,iPhone,M,1,56676,1,2,3,0
5934,25,0.004116904,Android,M,1,50129,1,2,0,1
5935,47,0.003998216,Android,M,0,64789,1,1,8,1
5936,47,0.004287202,desktop,M,0,73256,1,1,14,1
5937,46,0.005409946,Android,F,0,54638,1,2,7,0
5938,24,0.004612056,laptop,F,1,50111,1,1,0,0
5939,23,0.0037145570000000003,Android,M,0,23310,2,3,0,1
5940,31,0.0034209509999999998,desktop,M,0,67963,1,1,6,1
5941,55,0.004040753,laptop,M,0,91890,2,2,5,0
5942,54,0.0035591570000000003,laptop,M,1,86632,2,3,18,0
5943,37,0.004916969,other,F,0,57594,1,2,0,0
5944,23,0.0065784730000000005,iPhone,F,1,50975,1,1,0,0
5945,55,0.004258807,other,M,0,75700,1,3,16,0
5946,19,0.003526545,desktop,M,0,47096,1,3,1,1
5947,42,0.0040411629999999995,Android,M,0,42491,2,1,11,1
5948,38,0.00509377,laptop,F,1,43218,1,2,9,0
5949,49,0.006441341999999999,iPhone,F,1,74847,2,2,6,0
5950,37,0.00344372,desktop,M,1,37323,2,3,6,1
5951,26,0.004701105,other,F,0,39508,1,2,5,0
5952,29,0.003671264,laptop,M,1,38072,1,3,5,0
5953,18,0.0040300990000000005,other,M,0,45127,2,3,1,0
5954,18,0.0038107370000000002,laptop,M,0,50561,1,3,1,1
5955,25,0.006747388000000001,iPhone,F,0,54533,2,3,3,0
5956,26,0.003598305,desktop,M,1,56030,1,2,2,1
5957,18,0.005131163,Android,F,0,23977,2,2,0,1
5958,31,0.0034805640000000002,Android,M,0,32363,2,3,6,0
5959,38,0.00421722,other,M,1,50024,2,2,0,0
5960,30,0.005291252,desktop,F,0,51976,2,3,5,0
5961,45,0.003776178,desktop,M,1,68677,2,1,2,1
5962,37,0.004921221,desktop,F,0,70069,1,3,5,0
5963,27,0.005778475,iPhone,F,0,43733,2,2,1,0
5964,54,0.0035477390000000003,desktop,M,1,72963,2,2,8,1
5965,33,0.004460136,laptop,F,1,63468,1,3,6,0
5966,31,0.0047566859999999996,desktop,F,1,42365,2,3,6,0
5967,54,0.0048810929999999995,desktop,F,0,66767,2,2,19,0
5968,43,0.005052574000000001,desktop,F,1,81121,2,2,13,0
5969,23,0.006728724,iPhone,F,0,25586,1,2,2,0
5970,52,0.004526235,other,F,1,63659,1,3,1,0
5971,57,0.004247032,other,M,0,89388,2,2,0,0
5972,30,0.003405825,other,M,0,46989,1,3,6,0
5973,45,0.004173097,desktop,M,0,72020,1,3,14,0
5974,43,0.005004384000000001,other,F,1,53609,2,2,9,0
5975,43,0.004372679,other,M,0,54881,2,3,13,0
5976,45,0.0036515379999999997,other,M,0,82868,2,2,10,0
5977,41,0.003600639,Android,M,1,58736,2,1,5,1
5978,25,0.003459592,Android,M,0,27465,2,3,3,1
5979,50,0.0044042379999999996,laptop,M,1,83773,2,1,5,1
5980,38,0.00511282,Android,F,1,44223,2,2,3,0
5981,42,0.005280971,other,F,0,81111,2,3,12,0
5983,44,0.004627647,other,F,0,75635,1,1,10,0
5984,47,0.004239177,laptop,M,0,52154,2,2,3,0
5985,54,0.004127567,other,M,0,54978,2,2,7,0
5986,55,0.005648154,iPhone,M,0,89139,2,1,5,1
5987,46,0.0035228440000000002,desktop,M,0,65878,2,1,15,1
5988,26,0.00430101,desktop,F,1,64291,2,1,4,1
5989,38,0.0036060959999999996,laptop,M,0,57292,2,2,5,0
5990,34,0.0045027059999999995,laptop,F,1,40600,2,2,3,0
5991,17,0.003447958,other,M,1,38113,2,3,0,0
5992,31,0.006601315,iPhone,F,0,49388,1,3,4,0
5993,22,0.006036365,iPhone,F,1,53395,1,1,3,0
5994,23,0.00619282,iPhone,F,0,61702,2,1,2,1
5995,24,0.004541912,desktop,F,1,38454,1,2,2,0
5996,39,0.004609295,laptop,F,0,76094,2,3,5,0
5997,17,0.005246925,iPhone,M,0,28147,2,3,0,0
5998,58,0.004508192,desktop,M,1,66517,2,2,1,0
5999,17,0.0050490940000000005,other,F,1,34798,2,3,0,0
6000,39,0.005446683000000001,iPhone,M,1,40484,2,3,1,0
6001,33,0.0055160569999999996,iPhone,M,0,65854,2,2,5,0
6002,39,0.005254368000000001,laptop,F,1,48409,2,1,5,1
6003,48,0.005059098,desktop,F,0,60330,1,3,10,0
6004,23,0.0034343340000000003,desktop,M,1,24962,1,2,0,1
6005,49,0.004894775,laptop,F,0,51316,2,1,11,0
6006,48,0.00454282,laptop,F,0,54840,1,1,10,0
6007,19,0.003602534,laptop,M,0,27299,2,2,1,0
6008,52,0.004857930999999999,Android,F,1,81280,1,1,17,1
6009,48,0.005032775,laptop,F,1,55594,2,2,14,0
6010,37,0.004829895,desktop,F,1,47314,1,2,9,0
6011,21,0.003295089,laptop,M,0,38853,2,2,0,0
6012,46,0.0065773080000000005,iPhone,F,0,57742,2,3,11,0
6013,40,0.004868567,other,F,0,78206,2,3,0,0
6014,59,0.004547708,laptop,M,0,86794,1,3,7,0
6015,33,0.00387883,desktop,M,1,68450,2,1,5,1
6016,18,0.0043427909999999995,other,F,1,46301,1,2,0,0
6017,50,0.0035256309999999996,other,M,0,70908,2,1,9,0
6018,59,0.004088288,Android,M,0,68272,1,2,18,0
6019,31,0.005069844,Android,F,0,43406,1,1,7,0
6020,35,0.004939784,laptop,F,0,41990,2,3,0,0
6021,33,0.004887489,iPhone,M,1,68875,2,2,3,0
6022,35,0.004986034,iPhone,M,0,54800,1,1,6,1
6023,32,0.006707655999999999,iPhone,F,0,39860,2,3,5,0
6025,34,0.004875315,other,F,0,44275,2,3,7,0
6026,24,0.004941986,desktop,F,1,26323,2,1,0,0
6027,31,0.003357647,desktop,M,1,33432,1,1,7,1
6028,46,0.0040252,desktop,M,1,74238,2,3,6,1
6029,34,0.004669389,other,F,1,52003,1,2,1,0
6030,22,0.003642958,Android,M,0,40773,1,3,0,1
6031,54,0.0038547909999999998,desktop,M,0,90227,1,3,0,0
6032,38,0.0048771940000000005,laptop,F,0,68563,1,2,5,0
6033,17,0.004252125,Android,F,1,50735,1,3,0,1
6034,30,0.005118383,laptop,F,1,57570,2,3,2,0
6035,24,0.004026122,laptop,M,0,48066,1,2,1,0
6036,35,0.003858269,desktop,M,1,37554,1,3,5,1
6037,22,0.00610615,iPhone,F,0,51200,2,3,0,0
6038,41,0.003536006,other,M,0,78900,1,2,1,0
6040,22,0.00385265,other,M,1,47145,2,2,0,0
6041,50,0.003813545,laptop,M,0,54558,1,2,4,0
6042,32,0.004894258,laptop,F,1,42059,1,3,1,0
6043,58,0.003658537,desktop,M,1,87150,1,1,13,1
6044,35,0.004238352,Android,M,0,39135,1,2,0,1
6045,38,0.004445952,laptop,F,0,73020,2,3,7,0
6046,58,0.005248236999999999,other,F,0,64009,1,1,20,0
6047,17,0.003714465,laptop,M,0,23985,2,3,0,0
6048,41,0.004312008,other,M,0,77472,1,2,8,0
6049,47,0.003975406,desktop,M,1,74126,1,1,4,1
6050,37,0.005304304,laptop,F,0,40010,2,2,3,0
6051,55,0.004991612,laptop,F,1,83146,2,2,10,0
6052,23,0.003232267,Android,M,1,33484,1,2,1,1
6053,21,0.004830125,other,F,1,24790,1,3,1,0
6054,49,0.0050499970000000005,other,F,1,59821,2,2,3,0
6055,17,0.004984678,Android,F,1,28682,1,3,0,1
6056,41,0.00618511,iPhone,F,0,65039,1,2,6,0
6057,19,0.0034082390000000004,Android,M,1,39636,2,3,0,1
6058,37,0.004937937,desktop,F,1,40618,2,1,2,1
6059,20,0.005297626,iPhone,M,0,23953,2,2,0,1
6060,19,0.004134925,other,M,1,42585,1,3,0,0
6061,47,0.0037532840000000004,Android,M,1,47334,1,2,1,1
6062,21,0.003743911,other,M,1,42208,2,3,2,0
6063,33,0.004520383,Android,F,0,70891,2,3,8,0
6064,31,0.005203095,desktop,F,0,45050,2,3,3,0
6065,60,0.004907127,other,F,1,82358,2,1,2,1
6066,24,0.004600399,laptop,F,0,58351,1,1,2,0
6067,46,0.00539966,iPhone,M,0,82640,1,3,8,0
6068,46,0.006180023000000001,iPhone,F,1,50527,1,2,3,0
6069,35,0.004451764,other,F,0,52012,2,3,5,0
6070,20,0.004941167,other,F,0,51168,1,2,2,0
6071,54,0.005524533000000001,other,F,0,65393,1,3,13,0
6072,37,0.005067859,other,F,0,47166,2,2,1,0
6073,52,0.0054370830000000005,iPhone,M,1,82334,1,3,16,0
6074,57,0.00426366,other,M,0,94947,1,3,11,0
6075,41,0.00525486,other,F,1,77826,2,1,0,1
6076,47,0.00494234,other,F,0,78195,2,2,0,0
6077,53,0.006652519,iPhone,F,1,86556,2,2,2,0
6078,40,0.004393928,desktop,M,1,68734,2,3,1,1
6079,29,0.005183595,laptop,F,1,48090,1,1,6,1
6080,29,0.003311691,laptop,M,0,53988,1,2,0,0
6081,26,0.005152108,laptop,F,0,28959,1,2,0,0
6083,29,0.004358702,other,F,1,37611,1,1,6,0
6084,54,0.006106995,iPhone,F,1,65137,2,3,5,0
6085,48,0.0040414000000000005,desktop,M,0,73086,1,3,6,0
6086,58,0.004225126,laptop,M,0,73871,2,3,2,0
6087,30,0.004901078,iPhone,M,1,68669,1,2,6,0
6088,59,0.005510445,iPhone,M,1,82383,2,3,17,0
6089,20,0.004234942,desktop,F,0,24258,2,1,1,1
6090,54,0.004069604,desktop,M,0,58877,1,2,15,0
6091,31,0.003580285,laptop,M,0,60681,1,3,2,0
6092,30,0.005126591,desktop,F,0,30092,1,3,0,0
6093,37,0.003492528,other,M,0,47466,2,1,7,0
6094,55,0.005034023,desktop,F,0,78541,1,3,16,0
6095,28,0.005728578000000001,iPhone,M,1,44609,2,3,5,0
6096,16,0.004268705,desktop,F,0,30689,1,2,0,1
6097,27,0.0040959429999999995,laptop,M,1,62368,1,3,3,0
6098,36,0.00435686,other,M,0,59765,2,2,2,0
6099,46,0.004468673,Android,F,1,84306,1,2,7,1
6100,39,0.004019099,desktop,M,0,65683,2,1,0,1
6101,57,0.004994489,other,F,0,69582,2,2,20,0
6102,56,0.004060145,laptop,M,1,59586,1,3,19,0
6103,58,0.004398057,other,M,1,77817,1,1,16,1
6104,31,0.003601508,Android,M,1,50620,2,2,4,1
6105,52,0.004979326,Android,F,1,91058,1,3,11,0
6106,45,0.004754929000000001,laptop,F,0,58172,1,1,3,0
6107,42,0.00685685,iPhone,F,1,81552,2,1,6,1
6108,36,0.004227187,desktop,M,1,43263,1,1,10,1
6109,36,0.004599154,other,F,1,61450,1,3,5,0
6110,60,0.004587037,other,M,0,74222,1,2,20,0
6111,26,0.004512628,desktop,F,1,60701,2,2,4,0
6112,47,0.005031954,other,F,0,69319,1,1,12,0
6113,35,0.004335802,desktop,M,1,69280,1,2,4,1
6114,55,0.00494786,other,F,1,80327,1,3,11,0
6115,57,0.006445581,iPhone,F,1,74208,1,3,13,0
6116,39,0.004334513,other,M,0,68172,1,3,7,0
6117,42,0.004905555,Android,F,0,65324,1,2,3,0
6118,57,0.006677344,iPhone,F,0,86867,2,3,16,0
6119,56,0.005612993,iPhone,M,1,83090,2,1,15,1
6120,44,0.0048846390000000005,laptop,F,0,74283,1,3,0,0
6121,29,0.004250664,Android,M,0,29240,1,3,3,1
6122,43,0.004247844000000001,Android,M,0,46796,1,3,4,0
6123,59,0.004806736,laptop,F,0,72922,2,2,14,0
6124,47,0.005780378,iPhone,M,1,72938,1,2,2,0
6125,33,0.0052147470000000005,iPhone,M,0,41028,1,3,7,0
6126,18,0.0043878979999999995,laptop,F,0,31327,1,3,1,0
6127,27,0.005190073,iPhone,M,1,43164,2,1,5,1
6128,18,0.00461117,laptop,F,1,20561,1,2,1,0
6129,55,0.005325525,Android,F,0,94283,2,3,3,0
6130,37,0.004884475,desktop,F,0,38747,1,3,0,0
6131,60,0.004301972,desktop,M,1,92692,1,1,19,1
6132,30,0.003324698,laptop,M,0,54847,2,2,4,0
6133,59,0.004529865,laptop,M,1,82633,1,2,18,0
6134,51,0.003526826,Android,M,1,89575,1,3,13,1
6135,30,0.003444161,Android,M,1,36300,2,3,5,1
6136,18,0.003419603,desktop,M,0,56852,2,1,1,1
6137,54,0.005643952,iPhone,M,0,64315,2,3,8,0
6138,56,0.006377982,iPhone,F,0,91065,2,1,6,0
6139,31,0.004873847,laptop,F,0,52170,2,2,5,0
6140,50,0.004549298,other,F,1,76835,2,3,7,0
6141,56,0.004408788,laptop,M,0,75637,1,1,11,0
6142,57,0.005224678,other,F,1,79427,1,3,8,0
6143,33,0.003462534,other,M,1,62197,2,2,5,0
6144,32,0.004621445,other,F,0,39789,2,3,7,0
6145,18,0.004618024,other,F,0,38717,2,3,0,0
6146,26,0.00375815,other,M,0,45562,2,2,2,0
6147,48,0.004076496,desktop,M,0,69536,2,2,5,0
6148,35,0.00589154,iPhone,F,1,72128,1,1,8,1
6149,49,0.005392330999999999,Android,F,1,81878,1,2,8,0
6150,25,0.004956655999999999,desktop,F,0,59716,1,3,3,0
6151,24,0.004356491,Android,F,0,27909,1,1,4,1
6152,56,0.004143242,laptop,M,1,71085,1,3,10,0
6153,35,0.004822345,laptop,F,1,53051,1,2,1,0
6154,46,0.0046810509999999994,desktop,F,1,50475,2,3,2,0
6155,53,0.004496514,desktop,M,1,83862,2,1,18,1
6156,46,0.003575852,desktop,M,0,55767,1,2,9,0
6157,17,0.004553355,desktop,F,0,18900,2,1,0,1
6158,20,0.0041235709999999995,desktop,M,1,23350,2,2,1,1
6159,48,0.0049931540000000005,Android,F,1,86075,2,1,16,1
6160,30,0.004615351,Android,F,0,30754,2,1,4,0
6161,33,0.0035354559999999998,Android,M,1,63341,2,3,5,1
6162,56,0.00387803,desktop,M,1,93538,2,2,17,1
6163,42,0.004432446,laptop,F,1,55997,1,1,2,1
6164,36,0.006568391,iPhone,F,0,59211,2,2,0,0
6165,48,0.006864264,iPhone,F,1,79467,2,2,12,0
6166,16,0.0036597970000000002,desktop,M,0,16876,1,2,0,1
6167,31,0.004669905,Android,F,0,49735,2,2,0,0
6168,24,0.005955855,iPhone,F,1,37682,1,2,0,0
6169,59,0.005212618,other,F,0,76875,2,2,17,0
6170,18,0.004800848,desktop,F,1,29992,2,2,1,1
6171,50,0.004867801,Android,F,1,86106,2,2,0,0
6172,28,0.004598073,laptop,F,0,65573,1,1,5,0
6173,42,0.003424933,other,M,1,44433,2,3,3,0
6174,59,0.004209234,other,M,1,86122,2,3,21,0
6175,19,0.004965053,Android,F,0,42442,2,2,1,0
6176,29,0.004218998,Android,M,0,50633,2,1,2,1
6177,57,0.005503765,desktop,F,0,69256,2,1,9,0
6178,49,0.0035703740000000003,other,M,1,84940,1,1,13,1
6179,40,0.004346274000000001,other,M,1,56045,1,3,0,0
6180,60,0.005583612,iPhone,M,1,90727,1,2,5,0
6181,45,0.005251797,laptop,F,0,61255,2,1,2,0
6182,36,0.004525533,Android,F,0,58909,2,1,9,0
6183,49,0.005116591,iPhone,M,0,81430,2,3,1,0
6184,22,0.00484807,laptop,F,1,61807,2,3,0,0
6185,19,0.00644931,iPhone,F,0,57173,1,3,0,0
6186,52,0.00546982,laptop,F,1,54542,2,3,1,0
6187,17,0.0034644859999999997,desktop,M,1,37236,1,2,0,1
6188,31,0.004914696,iPhone,M,1,64647,1,1,5,1
6189,46,0.006408041999999999,iPhone,F,0,67986,1,3,3,0
6190,23,0.004403815,laptop,F,1,41780,1,1,1,0
6191,49,0.005071353,desktop,F,1,88352,2,1,12,1
6192,51,0.00491237,other,F,1,88518,1,1,13,0
6193,30,0.005188371,iPhone,M,0,54929,2,2,0,0
6194,51,0.004006773,laptop,M,0,58738,2,2,16,0
6195,20,0.0062563969999999995,iPhone,F,1,22302,2,3,0,0
6196,59,0.004282847,laptop,M,1,68503,1,3,1,0
6197,55,0.005994704,iPhone,M,0,78976,1,1,19,1
6198,56,0.006640795,iPhone,F,1,57117,2,2,2,0
6199,54,0.004223899000000001,other,M,1,67186,2,2,5,0
