Customer ID,Number of Orders Lifetime,Revenue Amount Lifetime,Art.com Flag
9725003,1,$80.20,N
9725042,1,$339.98,N
9725103,1,$32.98,N
9725338,1,$21.23,N
9725851,1,$41.48,N
9726757,1,$13.98,N
9726901,1,$22.98,N
9727040,1,$33.13,N
9727154,2,$56.89,N
9727257,5,$164.53,Y
9727310,1,$32.98,N
9727419,1,$174.98,N
9727607,2,$33.94,N
9727699,3,$424.20,N
9727849,1,$24.48,N
9727927,3,$69.94,N
9727937,1,$94.98,N
9728178,1,$72.98,N
9728378,1,$22.77,N
9728392,5,$429.98,Y
9728768,3,$235.13,N
9729301,1,$13.98,N
9729586,1,$119.98,N
9729770,1,$13.47,N
9729787,1,$42.98,N
9730087,1,$13.98,N
9730251,3,$220.77,N
9730284,1,$10.83,N
9730376,1,$13.98,N
9730458,2,$204.21,N
9730627,1,$11.97,N
9730863,1,$11.17,N
9731004,1,$252.45,N
9731227,1,$35.23,N
9731346,9,$937.40,N
9731472,1,$25.49,N
9731477,2,$242.76,N
9731617,1,$35.49,N
9731648,1,$26.97,N
9731657,2,$518.35,Y
9731858,4,$347.60,N
9731868,1,$19.42,N
9732061,1,$11.28,N
9732193,1,$13.98,N
9732326,2,$119.97,N
9732468,1,$112.27,N
9732500,2,$46.70,N
9732646,4,$530.51,N
9732755,1,$39.98,N
9732853,1,$12.95,N
9732939,3,$82.92,N
9732969,2,$45.17,N
9732972,1,$15.77,N
9733088,1,$25.47,N
9733132,1,$84.98,N
9733281,1,$52.96,N
9733422,1,$22.95,N
9733423,1,$67.91,N
9733523,1,$18.97,N
9733762,1,$147.96,N
9733786,3,$88.94,N
9733982,1,$151.52,N
9734267,4,$87.93,N
9734333,1,$39.98,N
9734345,1,$44.99,N
9734348,1,$40.78,N
9734413,1,$52.80,N
9734430,1,$30.73,N
9734453,1,$294.98,N
9734469,1,$34.98,N
9734515,1,$40.98,N
9734554,1,$33.98,N
9734677,1,$104.48,N
9734746,3,$107.28,N
9734837,1,$21.96,N
9734985,1,$47.25,N
9735014,3,$55.88,N
9735018,1,$41.98,N
9735032,1,$23.96,N
9735086,3,$151.22,N
9735335,1,$60.73,N
9735382,1,$11.28,N
9735568,1,$17.67,N
9735811,1,$205.48,N
9735937,2,$230.71,N
9736034,1,$24.96,N
9736118,7,"$1,479.19",Y
9736499,3,$142.43,N
9736813,2,$65.97,N
9736852,1,$92.73,N
9737027,2,$29.95,N
9737432,5,$556.85,Y
9737512,1,$69.98,N
9737588,1,$31.96,N
9737655,1,$62.97,N
9737789,1,$22.49,N
9737895,2,$17.23,N
9737932,3,$83.97,N
9738014,1,$11.97,N
9738073,2,$89.00,N
9738142,1,$24.48,N
9738238,1,$24.98,N
9738267,1,$28.86,N
9738492,2,$63.26,N
9738514,4,$109.04,N
9738645,2,$55.16,N
9738758,1,$168.74,N
9738881,1,$22.97,N
9739010,1,$19.49,N
9739525,1,$119.92,N
9739596,2,$68.94,N
9739815,1,$13.98,N
9739952,3,$594.40,N
9740037,1,$24.98,N
9740161,1,$24.93,N
9740205,1,$32.98,N
9740247,3,$42.24,N
9740505,1,$37.94,N
9740569,1,$6.98,N
9740575,1,$47.98,N
9740617,1,$18.32,N
9740817,1,$89.18,N
9741033,1,$16.96,N
9741120,1,$17.58,N
9741167,1,$13.98,N
9741269,2,$42.29,N
9741566,1,$38.96,N
9741619,1,$29.98,N
9742065,1,$13.98,N
9742134,1,$66.93,N
9742270,1,$25.85,N
9742276,1,$97.96,N
9742907,2,$103.88,N
9742918,1,$31.98,N
9742987,1,$113.38,N
9743086,1,$10.83,N
9743204,1,$11.28,N
9743218,1,$16.68,N
9743357,1,$110.98,N
9743677,3,$53.83,Y
9743691,2,$49.73,Y
9743809,4,$73.99,N
9743817,1,$25.97,N
9743886,3,$824.97,N
9743955,1,$21.23,N
9744080,1,$27.98,N
9744087,1,$13.98,N
9744249,1,$18.98,N
9744293,5,$257.93,N
9744298,1,$22.49,N
9744427,2,$23.29,N
9744537,5,$520.60,Y
9744637,5,$62.41,N
9744640,1,$86.82,N
9744815,2,$131.84,N
9745176,2,$304.85,N
9745230,1,$10.98,N
9745234,2,$68.62,N
9745260,1,$17.99,N
9745614,1,$15.48,N
9745991,2,$79.88,N
9746635,1,$14.98,N
9746723,1,$24.98,N
9746730,1,$6.98,N
9747150,3,$184.47,Y
9747192,1,$48.94,N
9747256,1,$53.35,N
9747306,1,$44.98,N
9747615,1,$32.48,N
9747802,1,$10.83,N
9747845,1,$157.23,N
9747864,1,$26.98,N
9747899,3,$131.93,N
9747904,2,$46.97,N
9748115,2,$192.94,N
9748171,1,$8.99,N
9748470,2,$24.96,N
9748523,1,$24.98,N
9748731,2,$72.96,N
9748804,1,$21.90,N
9749187,1,$23.96,N
9749218,1,$47.96,N
9749224,1,$18.57,N
9749328,2,$49.48,N
9749353,2,$50.20,N
9749369,1,$271.88,N
9749390,1,$17.58,N
9749451,1,$11.28,N
9749587,1,$30.52,N
9749725,1,$11.28,N
9749831,3,$170.95,N
9749929,1,$19.83,N
9750179,1,$24.98,N
9750432,1,$21.72,N
9750507,1,$13.98,N
9750693,1,$25.98,N
9750819,2,$118.88,Y
9751051,1,$14.73,N
9751096,1,$23.96,N
9751184,1,$33.94,N
9751423,1,$156.98,N
9751607,1,$14.98,N
9751778,1,$30.96,N
9751841,1,$21.57,N
9751846,1,$184.98,N
9751873,1,$129.98,N
9751901,1,$10.83,N
9751947,3,$156.28,N
9752118,1,$21.37,N
9752219,1,$42.98,N
9752341,1,$12.74,N
9752456,2,$26.55,N
9752603,1,$55.73,N
9752618,2,$38.25,N
9752634,1,$34.98,N
9752663,1,$426.93,N
9752679,1,$17.33,N
9752719,1,$34.98,N
9752753,3,$68.96,N
9752938,1,$18.57,N
9753031,1,$114.48,N
9753098,1,$30.37,N
9753265,1,$16.97,N
9753506,2,$53.88,N
9753700,1,$46.98,N
9753748,1,$32.43,N
9753907,1,$138.47,N
9754139,1,$24.98,N
9754153,1,$69.95,N
9754175,1,$13.98,N
9754183,1,$114.27,N
9754223,1,$11.28,N
9754506,1,$116.24,N
9754708,1,$6.38,N
9754730,1,$37.28,N
9755736,4,$123.36,N
9755868,1,$23.96,N
9756016,1,$14.08,N
9756045,1,$58.98,N
9756127,1,$84.94,N
9756523,1,$12.98,N
9757045,1,$56.98,N
9757056,6,$314.33,N
9757071,2,$73.47,N
9757127,1,$11.28,N
9757151,1,$30.76,N
9757164,1,$23.98,N
9757268,1,$389.94,N
9757284,1,$11.97,N
9757385,1,$17.98,N
9757424,1,$20.97,N
9757491,1,$110.98,N
9757510,1,$37.48,N
9757541,1,$22.98,N
9757691,1,$13.98,N
9757805,1,$17.98,N
9757909,3,$66.29,N
9757970,1,$18.57,N
9757996,1,$21.36,N
9758090,1,$45.94,N
9758116,1,$44.97,N
9758208,1,$24.48,N
9758325,1,$93.48,N
9758328,1,$24.98,N
9758334,1,$17.67,N
9758461,1,$24.48,N
9758499,1,$30.73,N
9758587,2,$139.21,N
9758596,1,$54.98,N
9758760,1,$339.98,N
9758774,1,$20.38,N
9758775,4,$87.57,N
9759104,1,$17.24,N
9759216,2,$267.45,Y
9759386,2,$263.22,Y
9759485,1,$6.98,N
9759871,1,$88.23,N
9759872,1,$13.98,N
9759956,1,$34.98,N
9760701,2,$67.03,N
9760739,8,$372.76,N
9760846,1,$70.35,N
9760869,1,$224.99,N
9761096,2,$63.82,N
9761237,1,$23.18,N
9761362,1,$39.98,N
9761671,1,$42.48,N
9761714,1,$15.99,N
9761785,1,$62.48,N
9761942,3,$370.46,N
9762002,1,$29.73,N
9762335,1,$13.03,N
9762431,1,$26.97,N
9762432,2,$75.94,N
9762826,1,$11.28,N
9762919,18,$447.91,Y
9763042,1,$46.98,N
9763152,1,$58.87,N
9763181,1,$89.97,N
9763183,4,$69.90,N
9763367,1,$49.94,N
9763390,3,"$2,531.87",N
9763443,1,$44.98,N
9763710,3,$53.30,N
9763725,1,$28.98,N
9763775,1,$17.97,N
9763826,1,$31.25,N
9763878,2,$43.82,N
9764016,1,$7.97,N
9764145,1,$29.48,N
9764287,3,$305.82,N
9764419,1,$13.98,N
9764711,1,$42.98,N
9764747,2,$86.32,N
9764916,2,$280.90,N
9765309,1,$23.96,N
9765324,2,$249.95,N
9765647,3,$155.02,N
9765787,1,$47.63,N
9765834,1,$120.18,N
9765841,4,$190.83,N
9765909,1,$790.92,N
9766168,2,$48.19,N
9766180,1,$17.87,N
9766529,2,$28.06,N
9766800,1,$26.73,N
9766890,4,$48.28,N
9767079,1,$25.85,N
9767172,1,$18.97,N
9767207,1,$34.48,N
9767214,1,$22.72,N
9767260,1,$24.17,N
9767351,2,$87.98,N
9767543,1,$11.28,N
9767681,2,$126.84,N
9767742,3,$69.30,N
9767890,2,$34.92,N
9767913,2,$36.96,N
9768238,2,$101.91,N
9768269,1,$27.67,N
9768534,1,$132.48,N
9768578,1,$124.84,N
9768991,1,$13.98,N
9769031,1,$39.98,N
9769105,1,$22.98,N
9769129,2,$61.03,N
9769431,1,$18.57,N
9769569,1,$33.97,N
9769579,2,$29.76,N
9769761,1,$23.73,N
9770070,1,$13.98,N
9770193,1,$29.98,N
9770220,1,$25.98,N
9770284,2,$35.96,N
9770395,1,$129.18,N
9770402,1,$85.94,N
9770435,2,$69.96,N
9771013,1,$141.96,N
9771197,1,$38.92,N
9771315,3,$83.20,Y
9771343,1,$49.98,N
9771482,1,$51.86,N
9771528,1,$55.47,N
9771551,1,$44.98,N
9771676,1,$42.98,N
9771758,2,$88.88,N
9772205,2,$176.20,N
9772231,1,$24.96,N
9772391,1,$52.98,N
9772509,1,$25.97,N
9772700,5,"$1,227.26",N
9773016,1,$39.93,N
9773047,1,$20.38,N
9773057,2,$144.15,N
9773388,2,$201.46,N
9773390,3,$215.05,N
9773420,1,$28.94,N
9773652,2,$204.56,N
9773741,1,$19.28,N
9773839,2,$133.71,N
9774232,1,$48.90,N
9774293,1,$14.98,N
9774597,1,$59.98,N
9774683,3,$98.90,N
9774896,3,$308.90,Y
9774968,1,$17.95,N
9775193,4,$201.26,N
9775315,2,$150.21,N
9775336,1,$158.23,N
9775348,3,$122.82,Y
9775421,2,$45.64,N
9775449,1,$107.69,N
9775455,1,$52.92,N
9775723,1,$24.98,N
9775872,1,$16.53,N
9775966,1,$13.98,N
9776237,1,$12.98,N
9776518,1,$72.54,N
9776586,2,$136.97,Y
9776768,1,$7.98,N
9776848,1,$56.45,N
9776879,1,$194.54,N
9777144,1,$42.98,N
9777249,1,$25.47,N
9777439,1,$142.93,N
9777498,1,$35.98,N
9777538,1,$39.45,N
9777578,1,$151.56,N
9777753,1,$69.16,N
9778176,1,$13.98,N
9778187,1,$14.98,N
9778417,1,$98.63,N
9778544,2,$250.40,N
9778736,1,$21.57,N
9778863,1,$25.78,N
9779016,1,$24.98,N
9779025,1,$43.47,N
9779330,1,$17.98,N
9779573,1,$223.98,N
9779610,1,$13.98,N
9779707,4,$302.85,Y
9780054,1,$19.98,N
9780081,1,$180.98,N
9780154,1,$24.92,N
9780158,1,$40.08,N
9780297,1,$108.45,N
9780342,2,$24.95,N
9780406,2,$43.96,Y
9780572,1,$23.18,N
9780860,1,$11.97,N
9780975,1,$19.47,N
9781056,1,$26.95,N
9781117,2,$17.92,N
9781348,1,$117.48,N
9781376,3,$69.81,N
9781539,1,$124.74,N
9781628,1,$22.87,N
9781644,1,$24.98,N
9781725,1,$42.91,N
9782274,2,"$1,423.89",N
9782278,1,$99.72,N
9782543,1,$83.73,N
9782562,1,$22.98,N
9782564,1,$26.98,N
9782658,1,$7.97,N
9782950,1,$24.98,N
9783015,1,$216.95,N
9783027,2,$513.55,N
9783090,1,$475.54,N
9783219,1,$21.98,N
9783451,1,$82.98,N
9783666,1,$174.48,N
9783707,1,$13.98,N
9783823,1,$263.85,N
9783834,1,$14.99,N
9783960,1,$31.96,N
9784471,1,$181.98,N
9784493,1,$14.08,N
9784513,1,$53.28,N
9784766,1,$36.86,N
9784778,1,$17.85,N
9784782,1,$131.38,N
9784789,1,$59.98,N
9784835,1,$16.18,N
9784972,1,$160.20,N
9785016,1,$51.01,N
9785078,1,$13.98,N
9785087,1,$113.48,N
9785113,1,$19.98,N
9785155,1,$59.51,N
9785157,1,$30.48,N
9785340,1,$11.38,N
9785343,2,$127.64,N
9785427,1,$82.27,N
9785505,1,$82.92,N
9786055,1,$119.96,N
9786184,3,$676.10,N
9786356,1,$38.91,N
9786363,1,$9.48,N
9786420,1,$48.91,N
9786443,1,$25.94,N
9786516,2,$139.39,N
9786652,1,$32.31,N
9786808,1,$8.98,N
9786995,2,$148.11,N
9787080,1,$202.19,N
9787243,5,$928.49,Y
9787344,1,$78.91,N
9787618,1,$6.98,N
9787744,1,$60.94,N
9787777,1,$41.90,N
9787935,2,$50.81,N
9788050,1,$12.18,N
9788111,10,$792.56,N
9788138,1,$176.66,N
9788214,1,$37.94,N
9788510,1,$32.98,N
9788562,1,$18.98,N
9788735,1,$18.98,N
9788910,3,$169.53,N
9788970,1,$13.98,N
9789007,3,$232.37,N
9789153,2,$67.89,N
9789226,4,$168.91,N
9789302,2,$45.46,Y
9789349,1,$19.98,N
9789446,1,$34.74,N
9789916,1,$64.51,N
9789943,1,$17.73,N
9790003,1,$13.97,N
9790008,1,$82.18,N
9790053,1,$39.72,N
9790264,1,$14.73,N
9790315,1,$13.97,N
9790795,4,$746.65,N
9791223,1,$28.98,N
9791240,1,$44.84,N
9791278,1,$24.98,N
9791299,1,$18.57,N
9791342,1,$15.98,N
9791682,7,$894.14,Y
9791850,2,$152.71,N
9791892,1,$104.98,N
9791943,4,$58.91,N
9792266,1,$23.98,N
9792370,1,$109.98,N
9792421,1,$213.98,N
9792467,1,$33.29,N
9792612,1,$151.93,N
9792633,1,$32.17,N
9792792,1,$34.98,N
9792952,1,$13.98,N
9793094,2,$351.12,N
9793206,1,$13.98,N
9793343,2,$138.43,N
9793422,1,$65.94,N
9793530,1,$135.00,N
9793632,1,$29.78,N
9793729,1,$27.17,N
9793736,1,$45.98,N
9793825,2,$149.96,N
9793937,1,$16.51,N
9794034,1,$23.68,N
9794220,2,$270.71,N
9794242,1,$13.98,N
9794339,1,$24.95,N
9794456,1,$232.73,N
9794588,1,$229.96,N
9794613,1,$13.98,N
9795017,1,$230.42,N
9795099,1,$44.98,N
9795251,3,$238.47,N
9795483,2,$135.72,N
9795496,2,$132.03,N
9795549,2,$26.77,N
9795574,4,$221.13,Y
9795640,1,$25.98,N
9795709,2,$72.52,N
9795825,1,$13.98,N
9795884,3,$127.70,N
9795888,1,$13.98,N
9796059,1,$11.73,N
9796129,1,$64.98,N
9796248,1,$61.92,N
9796270,1,$11.28,N
9796359,2,$153.51,N
9796424,2,$861.26,N
9796511,1,$221.90,N
9796793,1,$5.98,N
9796885,2,$63.59,N
9796901,1,$5.98,N
9797125,1,$70.32,N
9797222,2,$111.64,N
9797429,1,$33.94,N
9797519,1,$44.98,N
9797542,1,$58.68,N
9797601,1,$4.24,N
9797623,1,$9.88,N
9797761,1,$85.42,N
9797810,2,$299.96,N
9798240,1,$18.57,N
9798368,2,$389.20,N
9798631,1,$7.98,N
9798638,3,$502.40,N
9798650,1,$35.22,N
9798712,1,$45.18,N
9798731,4,$305.70,N
9799225,1,$24.98,N
9799403,2,$240.63,N
9799715,1,$11.28,N
9799864,1,$22.96,N
9800388,7,$293.17,N
9800654,1,$35.90,N
9800774,1,$77.98,N
9800868,1,$13.98,N
9800874,1,$25.98,N
9800879,5,$391.25,N
9801065,1,$202.98,N
9801102,3,$411.22,N
9801117,1,$13.98,N
9801227,1,$36.56,N
9801252,1,$25.98,N
9801419,1,$64.97,N
9801423,1,$11.73,N
9801590,1,$33.98,N
9801611,1,$120.97,N
9801766,1,$11.98,N
9802063,2,$21.94,N
9802120,1,$13.98,N
9802223,3,$34.24,N
9802237,2,$89.95,N
9802425,1,$78.91,N
9802442,2,$50.97,N
9802473,1,$149.96,N
9802592,1,$25.85,N
9802658,2,$123.37,N
9802753,1,$19.68,N
9802808,1,$57.88,N
9802868,1,$19.98,N
9802905,1,$24.98,N
9803094,2,$215.30,Y
9803111,1,$11.73,N
9803113,1,$28.97,N
9803316,2,$32.84,N
9803361,1,$888.85,N
9803538,1,$100.98,N
9804010,1,$8.98,N
9804086,1,$9.98,N
9804522,1,$64.94,N
9804622,1,$29.98,N
9804625,2,$32.29,N
9804681,4,$77.13,N
9804707,2,$185.85,N
9805025,1,$13.97,N
9805252,1,$14.98,N
9805390,3,$196.84,N
9805566,1,$14.98,N
9805593,2,$59.09,N
9805696,1,$124.98,N
9805713,1,$37.98,N
9805973,3,$57.85,Y
9806375,3,$614.42,Y
9806450,5,$36.45,N
9806497,2,"$1,923.39",Y
9806499,1,$59.98,N
9806623,1,$842.40,N
9806665,3,$186.14,N
9806673,1,$35.88,N
9806926,2,$151.88,N
9807379,2,$34.72,N
9807704,7,$148.31,Y
9807715,1,$20.23,N
9807819,1,$38.98,N
9808239,1,$179.98,N
9808439,1,$12.98,N
9808621,1,$26.23,N
9808640,1,$34.96,N
9808917,3,$104.92,N
9808940,1,$28.55,N
9808965,2,"$1,371.25",N
9809009,1,$32.36,N
9809043,1,$22.98,N
9809217,1,$6.98,N
9809462,2,$75.23,N
9809846,3,$60.29,N
9809875,3,$408.42,Y
9810058,1,$40.91,N
9810261,1,$29.98,N
9810340,1,$19.47,N
9810482,1,$54.97,N
9810596,1,$64.98,N
9810656,3,$364.47,N
9810723,1,$9.95,N
9810760,1,$26.83,N
9810833,1,$68.58,N
9810891,4,$690.91,Y
9810908,1,$44.11,N
9810940,2,$16.52,N
9810992,2,$76.73,N
9811030,1,$12.93,N
9811722,2,$140.33,N
9811892,1,$44.92,N
9812154,3,$84.99,N
9812223,2,$45.67,N
9812363,1,$120.90,N
9812375,6,"$1,317.69",N
9812393,1,$60.96,N
9812407,3,$700.89,Y
9812612,1,$100.16,N
9812691,1,$53.96,N
9812796,2,$47.15,N
9812844,3,$80.73,Y
9813378,2,$294.96,N
9813395,3,$150.70,N
9813709,5,"$1,273.81",N
9813838,1,$169.98,N
9813980,1,$70.92,N
9814195,1,$51.73,N
9814645,1,$45.16,N
9814850,2,$50.44,N
9814866,1,$13.98,N
9814947,1,$18.58,N
9815089,1,$11.73,N
9815172,1,$15.48,N
9815227,6,"$1,049.85",Y
9815260,2,$32.90,N
9815303,1,$27.03,N
9815387,2,$123.30,N
9815533,2,$50.96,Y
9815583,1,$73.94,N
9815698,2,$93.25,Y
9815747,1,$22.23,N
9815813,1,$483.83,N
9815996,1,$159.48,N
9816007,1,$29.95,N
9816367,1,$34.98,N
9816559,1,$17.98,N
9816819,3,$476.36,N
9816915,1,$104.12,N
9816943,1,$10.58,N
9816985,1,$11.73,N
9817027,2,$114.92,N
9817200,1,$39.91,N
9817307,3,$84.94,N
9817484,1,$15.06,N
9817488,2,$134.83,N
9818073,1,$35.94,N
9818090,1,$57.48,N
9818151,2,$98.97,Y
9818154,1,$429.18,N
9818183,1,$8.48,N
9818614,1,$524.96,N
9818838,2,$93.57,N
9818900,1,$129.93,N
9819390,1,$18.98,N
9819433,1,$50.89,N
9819573,1,$90.74,N
9819650,1,$24.58,N
9819659,5,$50.94,N
9819821,1,$138.46,N
9820009,1,$15.48,N
9820129,1,$129.93,N
9820188,1,$702.45,N
9820254,1,$82.28,N
9820386,4,$794.58,N
9820395,3,$145.92,N
9820663,2,$62.88,N
9820977,1,$39.98,N
9821069,1,$54.98,N
9821170,1,$95.40,N
9821201,1,$34.04,N
9821215,1,$29.07,N
9821346,1,$7.98,N
9821564,1,$12.48,N
9821609,1,$31.96,N
9821682,1,$46.95,N
9821909,1,$13.98,N
9821922,1,$36.57,N
9822077,1,$13.98,N
9822138,6,$365.19,Y
9822171,4,$138.67,N
9822199,1,$359.98,N
9822237,1,$11.73,N
9822507,1,$14.08,N
9822625,1,$20.38,N
9822637,1,$29.48,N
9822641,2,$164.86,N
9822855,1,$28.98,N
9823196,1,$13.98,N
9823224,1,$47.95,N
9823238,1,$34.25,N
9823377,1,$39.48,N
9823487,2,$73.16,N
9823490,1,$25.47,N
9823616,1,$27.48,N
9823720,1,$3.49,N
9823732,1,$305.48,N
9823739,1,$31.98,N
9824017,1,$55.94,N
9824030,3,$127.84,N
9824267,1,$25.98,N
9824545,1,$23.96,N
9824560,1,$18.98,N
9824681,3,$115.38,N
9824719,1,$19.47,N
9824762,1,$24.73,N
9825064,2,$80.46,N
9825588,1,$65.92,N
9825617,1,$7.97,N
9825640,6,$163.20,N
9825641,1,$25.47,N
9825669,1,$9.88,N
9825862,1,$59.97,N
9825935,1,$235.95,N
9826094,1,$25.98,N
9826196,2,$43.96,N
9826324,3,$513.47,Y
9826426,1,$18.98,N
9826504,1,$8.98,N
9826539,1,$71.88,N
9826641,2,$391.41,N
9826735,5,$211.26,N
9826869,1,$29.98,N
9826902,1,$19.98,N
9827070,1,$12.98,N
9827351,2,$44.71,N
9827430,1,$22.57,N
9827453,1,$194.98,N
9827726,9,$830.43,Y
9827886,1,$155.96,N
9827918,1,$13.98,N
9828105,4,"$2,853.17",N
9828241,2,$126.76,N
9828740,4,$645.89,Y
9829052,1,$79.98,N
9829241,2,$96.86,Y
9829284,1,$83.47,N
9829365,2,$85.46,N
9829405,1,$18.76,N
9829408,1,$53.98,N
9829426,1,$208.98,N
9829532,1,$23.96,N
9829642,1,$37.98,N
9829648,1,$161.22,N
9830433,1,$10.98,N
9830484,5,$256.88,Y
9830494,2,$184.66,N
9830681,1,$26.98,N
9830710,1,$68.47,N
9830905,1,$31.17,N
9830942,1,$93.46,N
9831090,2,$175.35,N
9831252,1,$88.47,N
9831380,1,$14.73,N
9831504,2,$134.07,N
9831524,3,$330.03,N
9831747,1,$21.96,N
9831766,1,$24.98,N
9832141,3,$92.93,N
9832251,1,$25.96,N
9832270,1,$26.13,N
9832356,1,$45.94,N
9832364,1,$52.96,N
9832479,1,$54.98,N
9832487,1,$7.08,N
9832549,1,$65.48,N
9832682,1,$43.04,N
9832931,3,$393.25,N
9833039,1,$175.98,N
9833173,2,$18.50,N
9833261,1,$34.98,N
9833396,1,$23.96,N
9833614,3,$70.43,Y
9833787,1,$14.98,N
9833841,1,$256.48,N
9833950,3,$281.20,N
9834196,1,$24.31,N
9834362,4,$61.77,Y
9834442,1,$45.69,N
9834551,1,$12.48,N
9834567,2,$94.94,N
9834648,1,$34.75,N
9834741,1,$36.91,N
9834787,1,$10.98,N
9834797,2,$364.42,N
9834807,1,$67.57,N
9834817,1,$103.42,N
9835034,2,$36.85,N
9835149,1,$45.96,N
9835166,1,$30.96,N
9835489,1,$43.56,N
9835502,4,$571.99,N
9835527,1,$19.98,N
9835537,1,$23.99,N
9835896,1,$10.98,N
9836187,2,$176.55,N
9836197,1,$20.98,N
9836837,1,$52.95,N
9837066,1,$62.97,N
9837077,1,$42.45,N
9837190,1,$119.98,N
9837547,1,$23.98,N
9837665,1,$26.98,N
9837716,3,$76.51,N
9837734,1,$30.45,N
9837735,1,$35.78,N
9838034,2,$21.57,N
9838097,1,$130.95,N
9838312,2,$395.88,N
9838368,1,$33.97,N
9838527,1,$31.98,N
9838585,3,"$1,126.90",N
9838608,1,$55.05,N
9838637,2,$39.92,Y
9838668,3,$211.86,N
9838806,1,$53.97,N
9838814,2,$164.98,N
9838837,2,$47.36,N
9838911,1,$11.99,N
9839129,2,$39.68,N
9839157,3,$78.96,N
9839435,1,$77.48,N
9839612,8,$187.36,Y
9839662,1,$124.05,N
9839780,2,$28.02,N
9839812,1,$10.58,N
9839832,2,$62.44,N
9839965,3,$367.40,Y
9840027,1,$27.32,N
9840040,2,$106.05,N
9840214,1,$55.94,N
9840218,1,$14.98,N
9840286,1,$68.50,N
9840687,2,$227.97,Y
9840950,1,$20.98,N
9840969,2,$70.94,N
9841098,1,$22.96,N
9841152,3,$213.90,N
9841156,1,$26.98,N
9841220,3,$532.68,N
9841841,1,$14.99,N
9841895,4,$541.14,Y
9842115,3,$105.39,N
9842173,2,$27.53,N
9842457,1,$43.48,N
9842475,3,$702.78,N
9842502,1,$52.53,N
9842900,2,$217.75,N
9843010,1,$86.73,N
9843149,1,$217.98,N
9843158,1,$31.98,N
9843239,2,$39.39,N
9843299,4,$128.83,Y
9843390,1,$14.99,N
9843442,1,$10.97,N
9843475,1,$12.98,N
9843587,1,$26.98,N
9843607,1,$20.38,N
9843717,1,$11.98,N
9843739,1,$146.73,N
9843883,3,$156.93,N
9843986,1,$9.18,N
9844112,1,$93.74,N
9844117,1,$64.97,N
9844393,1,$199.98,N
9844398,1,$32.96,N
9844422,1,$26.98,N
9844630,1,$89.96,N
9844702,1,$40.92,N
9844736,3,$48.91,N
9844901,1,$18.98,N
9845012,2,$366.88,N
9845274,3,$955.01,Y
9845334,1,$25.96,N
9845348,4,$81.02,N
9845536,1,$24.98,N
9846196,1,$38.12,N
9846535,1,$65.98,N
9846848,5,$356.29,N
9846936,1,$50.90,N
9847033,2,$119.47,N
9847076,1,$36.02,N
9847090,1,$50.73,N
9847500,1,$41.12,N
9847756,3,$319.93,Y
9847846,1,$29.63,N
9848057,3,$169.61,N
9848333,1,$459.98,N
9848448,2,$489.97,N
9848795,1,$60.98,N
9848803,1,$40.79,N
9848947,1,$69.90,N
9849021,1,$130.82,N
9849245,1,$53.96,N
9849282,2,$157.44,N
9849403,1,$71.96,N
9849572,1,$22.49,N
9849661,1,$26.77,N
9849681,1,$81.93,N
9850035,1,$115.98,N
9850211,1,$56.03,N
9850385,1,$48.98,N
9850386,1,$68.88,N
9850556,1,$25.15,N
9850636,1,$32.28,N
9850767,1,$37.49,N
9850794,2,$87.69,N
9850799,1,$49.98,N
9851097,1,$14.98,N
9851306,4,$491.72,N
9851317,1,$82.13,N
9851384,1,$269.96,N
9851827,2,$91.20,N
9851873,3,$212.35,N
9852031,1,$24.17,N
9852064,1,$81.92,N
9852174,1,$9.88,N
9852359,1,$142.64,N
9852378,1,$60.90,N
9852449,1,$37.98,N
9852591,1,$34.98,N
9852970,1,$19.96,N
9852985,1,$11.98,N
9852993,9,$993.95,Y
9853023,4,$276.10,Y
9853059,2,$117.03,N
9853090,1,$80.86,N
9853360,2,$94.89,N
9853499,2,$29.96,N
9853509,1,$56.96,N
9853558,1,$36.76,N
9853918,1,$33.98,N
9853953,1,$98.23,N
9853988,1,$150.43,N
9854328,3,$278.19,N
9854373,3,$360.46,N
9854539,1,$52.98,N
9854651,2,$214.24,N
9854731,1,$96.66,N
9854745,2,$104.95,N
9854881,1,$56.96,N
9854984,1,$23.04,N
9855285,14,$376.60,N
9855312,1,$61.92,N
9855354,1,$16.23,N
9855412,2,$228.92,Y
9855446,5,$155.79,Y
9855575,1,$24.17,N
9855953,1,$363.82,N
9856015,2,$135.72,N
9856040,1,$36.07,N
9856166,1,$25.98,N
9856321,1,$9.88,N
9856685,1,$169.98,N
9856732,2,$34.45,N
9856753,1,$21.98,N
9856844,1,$11.98,N
9856989,2,$55.22,N
9857084,1,$59.22,N
9857144,1,$46.95,N
9857161,2,$63.91,N
9857227,1,$12.48,N
9857263,1,$26.48,N
9857403,1,$41.96,N
9857767,10,$483.54,Y
9857950,2,$45.92,N
9857961,2,$94.97,N
9857968,2,$60.66,N
9858021,1,$15.48,N
9858446,1,$46.92,N
9858497,1,$181.89,N
9858784,4,$136.58,Y
9858806,1,$68.94,N
9859038,1,$100.33,N
9859194,2,$292.72,N
9859434,1,$102.98,N
9859444,1,$8.77,N
9859692,1,$351.22,N
9859708,1,$36.67,N
9859715,1,$25.38,N
9859928,4,$401.44,Y
9860115,2,$53.64,Y
9860163,1,$40.36,N
9860187,2,$65.52,N
9860680,1,$18.98,N
9860776,1,$132.95,N
